Account number,Organization,Country/Area,Request response status,Access type,Samples,Response received date,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Primary Ticker,Tickers,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
4895,Keurig Dr Pepper,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Food Value Chain - Climate, FTSE All-World, Global 500, MSCI ACWI, United States of America",44769.9143055556," Coffee, Non-alcoholic beverages", Food & beverage processing," Food, beverage & agriculture",Non-alcoholic beverages,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",KDP US, KDP US,KDP,2022,50476729999,22100,3478000000,14057000000,7323000000,1436000000,USD,535000000,49000000,1000000000,51837000000,26712000000,1049000000,11967000000,25125000000
4899,Downer EDI,Australia,Submitted,public," Australia, Continuity Climate Change",44774.2024537037," Engineering services, Industrial services, Mining & metals support services, Railroad rolling stock, Transportation infrastructure & other construction, Transportation support services, Utility line construction"," Construction, Industrial support services, Specialized professional services, Transportation equipment"," Infrastructure, Manufacturing, Services",Transportation support services,Industrial support services,Services,General,DOW AU, DOW AU,DOW.AX,2022,2495346000,,538900000,10949000000,1213800000,151600000,AUD,738500000,5500000,317100000,7640000000,4828200000,317100000,1905600000,2811800000
4906,Drax Group,United Kingdom of Great Britain and Northern Ireland,Submitted,public," Climate High Impact Sample, Continuity Climate Change, Environmental, UK",44771.8142013889," Biomass generation, Coal generation, Industrial services, Non-CCGT generation, Waste generation"," Industrial support services, Renewable power generation, Thermal power generation, Waste power generation"," Power generation, Services",Biomass generation,Renewable power generation,Power generation,Electric utilities,DRX LN, DRX LN,DRX.L,2022,2808257923,,490500000,7775300000,1023300000,85100000,GBP,238000000,-421700000,428600000,6394400000,5070200000,6900000,1594000000,1324200000
4911,Dr. Reddy’s Laboratories,India,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Emerging Markets, India, MSCI ACWI",44767.6792824074, Pharmaceuticals, Biotech & pharma," Biotech, health care & pharma",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General,DRRD IN," DRRD IN, RDY US",DRRD,2022,,,,,,,GBP,,,,,,,,
5014,Dun & Bradstreet Corporation,United States of America,Submitted,public," Benchmark, United States of America",44771.6551736111," Other financial, Other professional services", Specialized professional services, Services,Other financial,Specialized professional services,Services,General,DNB US, DNB US,DNB,2022,5263218000,6355,773700000,2224600000,1503200000,1600000,USD,208400000,65700000,24900000,9471900000,5963500000,24900000,3584900000,3508400000
5025,DSV A/S,Denmark,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Euro, FTSE All-World, Global 500, MSCI ACWI, Nordic",44830.5542013889," Logistics - 3rd party, Logistics - transport", Intermodal transport & logistics, Transportation services,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,DSV DC, DSV DC,DSV.CO,2022,240431629578,,30788000000,235665000000,52149000000,17568000000,DKK,10160000000,0,2461000000,159045000000,87304000000,2461000000,38979000000,71741000000
5052,Duke Energy Corporation,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Fixed Income, FTSE All-World, Global 500, MSCI ACWI, S&P 500, United States of America",44831.7872337963," CCGT generation, Coal generation, Hydro generation"," Renewable power generation, Thermal power generation", Power generation,CCGT generation,Thermal power generation,Power generation,Electric utilities,DUK US, DUK US,DUK,2022,79302300000,0,12015000000,28768000000,12976000000,3911000000,USD,409000000,0,9092000000,178261000000,126275000000,9092000000,76043000000,51986000000
5066,Dexco S.A,Brazil,Submitted,public," Benchmark, Continuity Climate Change, Environmental, Latin America",44769.8195717593, Finished wood products, Wood & rubber products, Manufacturing,Finished wood products,Wood & rubber products,Manufacturing,Paper & forestry,DTEX3 BZ," DTEX3 BZ, DXCO3 BS",DTEX3.SA,2022,,,,,,,USD,,,,,,,,
5076,"Duskin Co., Ltd.",Japan,Submitted,public," Continuity Climate Change, Japan, TSE Prime Segment",44771.3321643519," Food & beverage amenities, Personal care & household products"," Bars, hotels & restaurants, Chemicals"," Hospitality, Materials",Personal care & household products,Chemicals,Materials,General,4665 JP, 4665 JP,4665.T,2022,147622694912,,19017000000,170494000000,76019000000,7196000000,JPY,18207000000,19864000000,70984000000,197524000000,45752000000,61743000000,1115000000,151772000000
5087,Dynapack International Technology Corporation,"Taiwan, China",Submitted,public,,44761.1481018519, Batteries, Electrical & electronic equipment, Manufacturing,Batteries,Electrical & electronic equipment,Manufacturing,General,, 3211 TT,3211.TW,2022,,,,,,,JPY,,,,,,,,
5089,DZ Bank,Germany,Submitted,public," Continuity Climate Change, Fixed Income",44774.4022222222, Banks, Financial services, Services,Banks,Financial services,Services,Financial services,DZBK GR, DZBK GR,DZBK.DE,2022,,,,,,,JPY,,,,,,,,
5108,E.ON SE,Germany,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, DACH, Environmental, Euro, Fixed Income, FTSE All-World, MSCI ACWI",44763.6922685185," CCGT generation, Electricity networks, Hydro generation, Other renewable generation, Wind generation"," Energy utility networks, Renewable power generation, Thermal power generation"," Infrastructure, Power generation",Electricity networks,Energy utility networks,Infrastructure,Electric utilities,EOAN GR, EOAN GR,EOAN.DE,2022,24354840660,,2848000000,115660000000,8156000000,1831000000,EUR,7324000000,1600000000,7470000000,134009000000,112142000000,9070000000,34151000000,21867000000
5145,East Japan Railway Company,Japan,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Japan, MSCI ACWI, TSE Prime Segment",44771.3901157407," Department stores, Marketing, Passenger rail"," Discretionary retail, Rail transport, Web & marketing services"," Retail, Services, Transportation services",Passenger rail,Rail transport,Transportation services,Transport services,9020 JP, 9020 JP,9020.T,2022,945609244968,,559068000000,2405538000000,717705000000,99232000000,JPY,215193000000,-93958000000,451299000000,9351899000000,6854186000000,357341000000,4459819000000,2497713000000
5154,Ecolab Inc.,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500, United States of America",44834.6762268519, Commercial services, Commercial & consumer services, Services,Commercial services,Commercial & consumer services,Services,General,ECL US, ECL US,ECL,2022,41426376000,47000,1727500000,14187800000,5356800000,1091700000,USD,598600000,0,44500000,21464300000,14205700000,44500000,8918200000,7258600000
5169,Eastman Chemical Company,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, MSCI ACWI, S&P 500, United States of America",44783.5202777778," Other base chemicals, Specialty chemicals", Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals,EMN US, EMN US,EMN,2022,9732080000,0,1731000000,10580000000,2137000000,793000000,USD,493000000,1000000,183000000,14667000000,9431000000,183000000,5151000000,5236000000
5170,easyJet,United Kingdom of Great Britain and Northern Ireland,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, UK",44783.4600810185, Passenger airlines, Air transport, Transportation services,Passenger airlines,Air transport,Transportation services,Transport services,EZJ LN, EZJ LN,EZJ.L,2022,2437746000,,567000000,5769000000,801000000,-169000000,GBP,3518000000,126000000,161000000,10454000000,7921000000,287000000,4310000000,2533000000
5194,Eaton Corporation,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500, United States of America",44770.5908796296," Electrical equipment, Engines & motors, Fabricated metal components, Industrial machinery, Other vehicle equipment & systems"," Electrical & electronic equipment, Metal products manufacturing, Powered machinery", Manufacturing,Industrial machinery,Powered machinery,Manufacturing,Capital goods,ETN US, ETN US,ETN,2022,62466099999,92000,3031000000,20752000000,6887000000,2462000000,USD,294000000,261000000,788000000,35030000000,17954000000,261000000,9114000000,17076000000
5197,eBay Inc.,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500, United States of America",44771.9532986111," Discretionary delivery retail, Entertainment services, Web-based services"," Discretionary retail, Entertainment services, Web & marketing services"," Hospitality, Retail, Services",Web-based services,Web & marketing services,Services,General,EBAY US, EBAY US,EBAY,2022,22435270000,11600,2792000000,9795000000,7115000000,-1274000000,USD,2154000000,5317000000,1797000000,20850000000,15697000000,7114000000,9289000000,5153000000
5207,ECS,Belgium,Submitted,public,,44761.2837615741, Logistics - transport, Intermodal transport & logistics, Transportation services,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
5280,EDP - Energias do Brasil S.A.,Brazil,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Latin America",44771.8860069444," CCGT generation, Coal generation, Electricity networks"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",Electricity networks,Energy utility networks,Infrastructure,Electric utilities,ENBR3 BZ, ENBR3 BZ,ENBR3.SA,2022,11858886840,,5685283000,17287655000,5233722000,1021438000,BRL,4168244000,82639000,8113301000,37001192000,25105433000,8195940000,14071515000,11895759000
5300,EDP - Energias de Portugal S.A.,Portugal,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Euro, Fixed Income, MSCI ACWI, Portugal",44774.6269328704," CCGT generation, Coal generation, Gas utilities, Hydro generation, Other renewable generation"," Energy utility networks, Renewable power generation, Thermal power generation"," Infrastructure, Power generation",CCGT generation,Thermal power generation,Power generation,Electric utilities,EDP PL, EDP PL,EDP.LS,2022,18393322177,,4343653000,20650764000,5017383000,1221283000,EUR,4898572000,116368000,2770544000,58816411000,44981803000,2886912000,22110594000,13834608000
5339,Elec & Eltek Co Ltd,China,Submitted,public,,44770.1301388889, Electronic components, Electrical & electronic equipment, Manufacturing,Electronic components,Electrical & electronic equipment,Manufacturing,General,ELEC SP, ELEC SP,ELEC,2022,,,,,,,EUR,,,,,,,,
5343,RS Group Plc,United Kingdom of Great Britain and Northern Ireland,Submitted,public," Continuity Climate Change, UK",44770.7024189815," Dealers, wholesalers & distributors, Electronic components, Technology hardware wholesale & distribution"," Electrical & electronic equipment, Trading, wholesale, distribution, rental & leasing"," Manufacturing, Retail",Technology hardware wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General,ECM LN, ECM LN,ECM.L,2022,,,,,,,EUR,,,,,,,,
5344,Electrolux,Sweden,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, MSCI ACWI, Nordic",44757.4426967593," Electrical equipment, Household appliances", Electrical & electronic equipment, Manufacturing,Household appliances,Electrical & electronic equipment,Manufacturing,General,ELUXB SS, ELUXB SS,ELUXB.ST,2022,,,,,,,EUR,,,,,,,,
5346,Elekta,Sweden,Submitted,public," Benchmark, Continuity Climate Change, Nordic",44750.8195138889, Medical equipment, Medical equipment & supplies," Biotech, health care & pharma",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General,EKTAB SS, EKTAB SS,EKTA-B.ST,2022,23994819936,,2486000000,16869000000,6349000000,943000000,SEK,3270000000,0,27000000,29608000000,19875000000,27000000,6668000000,9733000000
5351,"Eisai Co., Ltd.",Japan,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Japan, MSCI ACWI, TSE Prime Segment",44774.4005555556," Inorganic base chemicals, Pharmaceuticals"," Biotech & pharma, Chemicals"," Biotech, health care & pharma, Materials",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General,4523 JP, 4523 JP,4523.T,2022,2496263680000,,87259000000,744402000000,566565000000,55432000000,JPY,267350000000,540000000,73875000000,1263350000000,440779000000,52463000000,126105000000,822571000000
5357,Grupo Elecnor,Spain,Submitted,public," Continuity Climate Change, Spain",44771.5111689815," Electricity networks, Energy infrastructure construction"," Construction, Energy utility networks", Infrastructure,Energy infrastructure construction,Construction,Infrastructure,General,ENO SM, ENO SM,ENO.MC,2022,897582729,,295673000,3613672000,1803265000,102813000,EUR,372525000,12837000,631330000,3557915000,2724660000,644167000,1043627000,833255000
